Id,Sentence,Entity_1,Entity_2,Relation
5538,"""As someone who treats patients with chronic hepatitis C every day, I think this regimen represents a much safer one and a much simpler one than what's currently existing,"" Marc Ghany , a panel member and physician in the liver diseases branch of the National Institute of Diabetes, Digestive and Kidney Diseases, said after the vote.",Marc Ghany,physician in the liver diseases,represents
5539,"â€˜703 Account' Investors have also sued JPMorgan, claiming the bank should have been aware that Madoff's firm was passing all the money he stole from customers through a JPMorgan account known as the ""703 Account."" They had sought to represent all investors who had money invested with Madoff in December 2008, when he was arrested and the fraud collapsed.",703 Account' Investors,JPMorgan,represents
5540,"Noble, formerly the chief of staff for Representative John Shadegg, an Arizona Republican, spoke in 2010 at a Koch-sponsored gathering of wealthy donors where they discussed how to help Republicans win the White House and more seats in Congress.", John Shadegg,Koch-sponsored gathering of wealthy donors,represents
5541,"""Unless the market depth or more quality stocks listed improves, more pension funds going into the equity market will just drive up valuations across the board, especially in blue-chip names which tend to represent core holdings of long-term focused fund managers,"" Olubunmi Asaolu, an analyst at Lagos-based FBN Capital Ltd., said today in an e-mailed response to questions.",Olubunmi Asaolu,market depth or more quality stocks listed,represents
5542,"In a submission to the U.S. Trade Representative earlier this year, Nintendo listed Brazil as a country to watch for distribution of counterfeit goods.",Nintendo,Brazil,represents
5543,"""Their experience and exposure to al-Qaeda groups represent a real danger,"" Elena Suponina, who runs the institutes's Middle East and Central Asia Center, said by phone.",Elena Suponina,Their experience and exposure to al-Qaeda groups,represents
5544,"Democrats such as Representative Frank Pallone, a New Jersey Democrat, accused Republicans at the hearing of waging ""another cynical effort to delay"" Obamacare, and Republicans said they were misled by government officials and contractors about the site's readiness for its debut.",Frank Pallone,Republicans,represents
5545,"""The Republicans don't have clean hands coming here."" Blame, Accountability Officials with President Barack Obama 's administration and contractors repeatedly assured committee members that the federal health exchange was ready before its troubled debut, said Representative Fred Upton, the Michigan Republican who heads the House panel.",Fred Upton,President Barack Obama,represents
5546,"Why didn't they take the time to do it right?"" Medical Privacy Republicans on the committee led by Representative Joe Barton, a Texas Republican, said the site might violate federal laws barring disclosure of medical information, putting at risk private records.",Joe Barton,Medical Privacy,represents
5547,"Representative Diana DeGette, a Colorado Democrat, said those concerns were unfounded because the only medical question asked on the site is whether the user is a smoker.",Diana DeGette,concerns were unfounded,represents
5548,"In response to a question from Representative Eliot Engel, a New York Democrat, Campbell said, ""I cannot give you an exact date"" for when the impediments will be eliminated.",Eliot Engel,Campbell,represents
5549,"â€˜This Way' Today's hearing is meant to determine whether breakdowns at www.healthcare.gov were caused by the contractors, or ""were they told to do it this way"" by the Department of Health and Human Services, Representative Tim Murphy, a Pennsylvania Republican, told reporters yesterday in Washington.",Tim Murphy,Department of Health and Human Services,represents
5550,"In real life, ""we work in a Microsoft Windows environment with all its benefits and limitations."" Understanding Health Insurance Exchanges Glamorous Hollywood visions make us forget that effortlessly informative, endlessly flexible databases represent the world as we wish it were -- or fear it might be -- not as it actually is.",Microsoft Windows environment ,Understanding Health Insurance Exchanges,represents
5551,But the software problems are representative of a larger rhetorical choice., software problems,a larger rhetorical choice,represents
5552,"â€˜Be Fixed' ""It is premature to consider"" extending the enrollment period or delaying penalties for those who don't sign up, Maryland Representative Steny Hoyer , the No.",Steny Hoyer,No.,represents
5553,"Panel Hearing Today's hearing is meant to determine whether breakdowns at www.healthcare.gov were caused by the contractors, or ""were they told to do it this way"" by the Department of Health and Human Services, Representative Tim Murphy , a Pennsylvania Republican, told reporters in Washington.",Tim Murphy,Department of Health and Human Services,represents
5554,"Representative Xavier Becerra , chairman of the House Democratic Caucus, said the White House officials outlined steps being taken to reduce errors on the website and ""they're moving forward with more access to phone coverage to give people access to that information."" Virginia Democrat Gerry Connolly said if people can't access the website and sign up soon, he'd be open to a delay in the penalties for not enrolling.",Xavier Becerratic ,Virginia Democrat Gerry Connolly,represents
5555,"Orcel, who led the team of Merrill bankers that represented Santander on the $100 billion ABN Amro deal, the largest bank takeover ever, also headed the Merrill group that helped Monte Paschi raise funds to buy Antonveneta, according to three people with knowledge of the negotiations.",Orcel,team of Merrill bankers,represents
